mean_biohazard_waste_no_intervention,mean_yellow_waste_no_intervention,mean_annesthesia_waste_no_intervention,mean_biohazard_waste_with_intervention,mean_yellow_waste_with_intervention,mean_annesthesia_waste_with_intervention
7961,1490,1559,6982,2587,1820
